n,mae,rmse,bias,mape,mape_coverage,mase,mase_coverage,sat_wmae,cell_key,target,horizon,fold,family,n_fits,chosen,n_train_hours
92400,2.20899,3.74627,0.341377,46.6436,0.902868,0.722755,1,2.32405,203166fd62dd37a4,duration,6,6,autoregressive,275,order=24,3672
92400,2.52539,4.28089,0.121781,52.6567,0.902868,0.792067,1,2.7144,c6fce073e49d8d2a,duration,6,6,zone_ridge,1650,median_alpha=1000.0,3672
92400,2.22934,3.68412,0.20138,52.7381,0.902868,0.752295,1,2.35581,3baf974c0f90b0d6,duration,6,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,3.154,5.49903,-0.118508,62.2076,0.902868,1.01155,1,3.42063,d40f0b35b254ae5b,duration,6,6,global_ridge,6,alpha=10.0,3672
92400,2.11393,3.42263,0.242554,45.6276,0.902868,0.712146,1,2.25096,63da0c01315251c9,duration,6,6,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3672
92400,4.53954,9.61207,-0.00840999,47.7751,0.950108,1.1613,1,4.94994,7832f189fc821244,duration,6,7,last_observation,0,,4008
92400,2.40744,4.25073,-0.00121843,35.4686,0.950108,0.777449,1,2.53156,44e2c39d85f9e2ed,duration,6,7,seasonal_naive_daily,0,,4008
92400,2.53995,3.82979,-0.220694,51.1194,0.950108,0.934164,1,2.66742,81fac5e5143f261e,duration,6,7,seasonal_naive_weekly,0,,4008
92400,2.0171,3.4535,0.0459101,34.6501,0.950108,0.658079,1,2.13291,41d579d0e8782149,duration,6,7,autoregressive,275,order=24,4008
92400,2.25411,3.72577,-0.327169,39.1579,0.950108,0.723618,1,2.42575,6c9ad3a00b57e55b,duration,6,7,zone_ridge,1650,median_alpha=100.0,4008
92400,1.79479,2.85855,-0.129541,33.6388,0.950108,0.614901,1,1.90515,f4df4a796fe5ec11,duration,6,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,3.12896,5.47455,-0.350027,51.9052,0.950108,1.02748,1,3.36898,21017359b38e460d,duration,6,7,global_ridge,6,alpha=10.0,4008
92400,1.9284,3.08704,-0.116667,34.1876,0.950108,0.655573,1,2.06182,c9cef80f5aa1831c,duration,6,7,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,4008
92400,3.05109,5.0793,-0.00941919,44.1003,0.959892,1.04106,1,3.22392,8e374fa673de8bbe,duration,24,0,last_observation,0,,1656
92400,3.05109,5.0793,-0.00941919,44.1003,0.959892,1.04106,1,3.22392,ad1e400da04c3233,duration,24,0,seasonal_naive_daily,0,,1656
92400,3.23501,6.01796,-0.579554,42.8341,0.959892,1.06382,1,3.53838,2ff91957ae3339ca,duration,24,0,seasonal_naive_weekly,0,,1656
92400,2.77733,4.60408,-0.270324,39.2361,0.959892,0.915069,1,2.97853,406afc1131426e50,duration,24,0,autoregressive,275,order=24,1656
92400,2.86129,4.63785,-0.981705,36.8388,0.959892,0.935431,1,3.13517,73050e4d6bfba6fd,duration,24,0,zone_ridge,1650,median_alpha=1000.0,1656
92400,3.21799,5.38931,-1.75395,37.8126,0.959892,1.03657,1,3.54001,41742140858d177f,duration,24,0,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1656
92400,2.94952,4.68905,-1.00654,39.3771,0.959892,1.01854,1,3.2026,04a7112a8f0261e4,duration,24,0,global_ridge,6,alpha=1000.0,1656
92400,2.44982,3.82809,-0.152368,38.3771,0.959892,0.861931,1,2.61623,be22d408454fd5ef,duration,24,0,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1656
92400,3.0256,4.94418,-0.00353716,43.2408,0.958084,1.01453,1,3.1485,34f0c77c67d3dfd5,duration,24,1,last_observation,0,,1992
92400,3.0256,4.94418,-0.00353716,43.2408,0.958084,1.01453,1,3.1485,f5410fa2e1656313,duration,24,1,seasonal_naive_daily,0,,1992
92400,2.822,4.36944,0.0304654,42.7099,0.958084,0.992718,1,2.9546,ce5211331dad72ad,duration,24,1,seasonal_naive_weekly,0,,1992
92400,2.72898,4.44448,-0.212631,39.1054,0.958084,0.892933,1,2.8713,e3f7bd3e51ef1be2,duration,24,1,autoregressive,275,order=24,1992
92400,2.67572,4.22392,-0.358274,37.5795,0.958084,0.878193,1,2.84878,c80ac9477e2670cc,duration,24,1,zone_ridge,1650,median_alpha=1000.0,1992
92400,2.47817,3.83484,-0.0539032,37.6375,0.958084,0.853163,1,2.61428,0bed26c3f6841309,duration,24,1,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1992
92400,2.81036,4.44813,-0.277127,40.776,0.958084,0.948839,1,2.95579,b86718234b0cf23a,duration,24,1,global_ridge,6,alpha=1000.0,1992
92400,2.40224,3.57951,0.438989,40.2288,0.958084,0.844871,1,2.47972,18e7ae88903fc3ae,duration,24,1,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1992
92400,3.1098,5.31716,0.0296762,47.3901,0.953961,1.01574,1,3.26706,2eca905fafee47d8,duration,24,2,last_observation,0,,2328
92400,3.1098,5.31716,0.0296762,47.3901,0.953961,1.01574,1,3.26706,6c5e093e87c55483,duration,24,2,seasonal_naive_daily,0,,2328
92400,3.11538,4.95461,-0.0379095,50.5597,0.953961,1.05697,1,3.30091,432d97a93fa60b10,duration,24,2,seasonal_naive_weekly,0,,2328
92400,2.8054,4.72925,-0.211973,43.5382,0.953961,0.898548,1,2.99286,cc29bfd1669809ff,duration,24,2,autoregressive,275,order=24,2328
92400,2.90117,6.64924,-0.15229,43.3229,0.953961,0.909248,1,3.08273,cbeaf5f8bf4a0eed,duration,24,2,zone_ridge,1650,median_alpha=1000.0,2328
92400,2.62589,4.08617,-0.126831,44.9872,0.953961,0.899459,1,2.79246,09a103342038f730,duration,24,2,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2328
92400,2.89411,4.69284,-0.352091,45.8819,0.953961,0.975229,1,3.08695,76e3af22288e2a0b,duration,24,2,global_ridge,6,alpha=1000.0,2328
92400,2.49539,3.94589,0.229241,44.0695,0.953961,0.852401,1,2.64487,986fcf6ef24b4e9b,duration,24,2,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2328
92400,2.47133,3.96896,-0.0223386,39.3766,0.931948,0.825146,1,2.61186,fcb3f295f29a2a0b,duration,24,3,last_observation,0,,2664
92400,2.47133,3.96896,-0.0223386,39.3766,0.931948,0.825146,1,2.61186,ff47aeb80cad75fd,duration,24,3,seasonal_naive_daily,0,,2664
92400,3.40158,5.46414,0.434793,50.197,0.931948,1.07721,1,3.59899,3748d9b855cb8c3c,duration,24,3,seasonal_naive_weekly,0,,2664
92400,2.35363,3.70736,0.345779,40.15,0.931948,0.781239,1,2.47857,40d32d863a2968d2,duration,24,3,autoregressive,275,order=24,2664
92400,2.546,4.06297,0.647303,40.8463,0.931948,0.815053,1,2.68011,341d033fbfaa112e,duration,24,3,zone_ridge,1650,median_alpha=1000.0,2664
92400,2.68081,4.1199,0.751424,44.6559,0.931948,0.881037,1,2.78172,9f2f2e2817548c24,duration,24,3,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2664
92400,2.33093,3.6687,0.166131,38.3445,0.931948,0.782071,1,2.45856,bcc877e2d591da35,duration,24,3,global_ridge,6,alpha=1000.0,2664
92400,2.25229,3.58982,0.149469,36.5418,0.931948,0.751704,1,2.38753,5d78294eccdf05bb,duration,24,3,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2664
92400,2.82955,4.50759,0.147167,43.6827,0.948128,0.964005,1,2.94364,b0a327cbbbfe0b21,duration,24,4,last_observation,0,,3000
92400,2.82955,4.50759,0.147167,43.6827,0.948128,0.964005,1,2.94364,5cb9afd61823c476,duration,24,4,seasonal_naive_daily,0,,3000
92400,3.23609,5.15536,0.181122,48.6607,0.948128,1.08462,1,3.38526,cd12d2f6ecb44b6a,duration,24,4,seasonal_naive_weekly,0,,3000
92400,2.60639,4.13583,0.15263,41.1072,0.948128,0.86846,1,2.72004,b19f167c1080048c,duration,24,4,autoregressive,275,order=24,3000
92400,2.52994,3.89019,0.209414,40.3805,0.948128,0.853697,1,2.63466,56dc9abcee0e33f0,duration,24,4,zone_ridge,1650,median_alpha=1000.0,3000
92400,2.54872,3.87568,0.311676,42.4688,0.948128,0.891247,1,2.63384,f68053d1ab26b0e5,duration,24,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,2.5996,4.06885,0.0286179,39.6578,0.948128,0.875876,1,2.71929,5954a40d44eee8be,duration,24,4,global_ridge,6,alpha=1000.0,3000
92400,2.37914,3.53049,0.672343,41.765,0.948128,0.840002,1,2.45704,ee776a75660322b1,duration,24,4,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3000
92400,2.11763,3.54075,-0.0378905,38.3278,0.927597,0.677519,1,2.19167,c779713a21effcc1,duration,24,5,last_observation,0,,3336
92400,2.11763,3.54075,-0.0378905,38.3278,0.927597,0.677519,1,2.19167,a1008ef2050a0947,duration,24,5,seasonal_naive_daily,0,,3336
92400,4.47828,7.84894,1.09928,82.9413,0.927597,1.30223,1,4.72488,26deceed04a20409,duration,24,5,seasonal_naive_weekly,0,,3336
92400,2.5359,3.98716,1.42009,61.3953,0.927597,0.811149,1,2.52776,72d0e8168ddb297a,duration,24,5,autoregressive,275,order=24,3336
92400,2.89281,5.82041,1.36138,60.7332,0.927597,0.872229,1,2.98743,d803c17b888719ea,duration,24,5,zone_ridge,1650,median_alpha=1000.0,3336
92400,3.03307,4.83997,1.63786,74.0569,0.927597,0.984052,1,3.06868,0479e79191e56f05,duration,24,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,2.30068,3.72928,0.693645,48.6049,0.927597,0.730571,1,2.35113,9cfdbe05bf8477bb,duration,24,5,global_ridge,6,alpha=1000.0,3336
92400,2.25658,3.77272,0.24493,45.7516,0.927597,0.709413,1,2.35404,3c92cb5e40137489,duration,24,5,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3336
92400,2.57063,4.57699,-0.00208063,44.7901,0.902868,0.826591,1,2.72432,af868cfeec765a1d,duration,24,6,last_observation,0,,3672
92400,2.57063,4.57699,-0.00208063,44.7901,0.902868,0.826591,1,2.72432,ff3a22b088a3622d,duration,24,6,seasonal_naive_daily,0,,3672
92400,3.51362,6.08728,-0.744527,63.1736,0.902868,1.13304,1,3.78245,462fc46f55156cbe,duration,24,6,seasonal_naive_weekly,0,,3672
92400,2.60482,4.32707,0.518418,57.07,0.902868,0.863972,1,2.70075,33658207e75b6c89,duration,24,6,autoregressive,275,order=24,3672
92400,2.57755,4.13484,0.117589,56.242,0.902868,0.86144,1,2.71508,fd156d8ab27e2a68,duration,24,6,zone_ridge,1650,median_alpha=1000.0,3672
92400,2.5997,4.04322,0.254742,64.1126,0.902868,0.922559,1,2.69626,0655c851ac64e162,duration,24,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,2.46524,4.1678,-0.170307,46.4583,0.902868,0.808226,1,2.61678,4118fd0c5d801ec7,duration,24,6,global_ridge,6,alpha=1000.0,3672
92400,2.28347,3.81558,0.13863,47.8708,0.902868,0.779968,1,2.40158,61b1e570172fbdf3,duration,24,6,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3672
92400,2.40744,4.25073,-0.00121843,35.4686,0.950108,0.777449,1,2.53156,10dae62b80b31169,duration,24,7,last_observation,0,,4008
92400,2.40744,4.25073,-0.00121843,35.4686,0.950108,0.777449,1,2.53156,0692f1ea5c466cf5,duration,24,7,seasonal_naive_daily,0,,4008
92400,2.53995,3.82979,-0.220694,51.1194,0.950108,0.934164,1,2.66742,79c4d7f3cf3f4aab,duration,24,7,seasonal_naive_weekly,0,,4008
92400,2.28908,3.84895,0.0717738,41.5141,0.950108,0.761646,1,2.41179,cc0d3aaa9aaf7b6e,duration,24,7,autoregressive,275,order=24,4008
92400,2.23423,3.57592,-0.58744,38.7766,0.950108,0.754643,1,2.39852,5c685830f08dce0f,duration,24,7,zone_ridge,1650,median_alpha=1000.0,4008
92400,2.11689,3.25664,-0.321566,40.7831,0.950108,0.751631,1,2.24481,b2df7a3cd554b90a,duration,24,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,2.33147,3.83616,-0.543477,37.9085,0.950108,0.797951,1,2.49043,1a0ae9f10d7dff27,duration,24,7,global_ridge,6,alpha=1000.0,4008
92400,1.97314,3.1074,-0.157884,35.5881,0.950108,0.691904,1,2.10008,dcb78bde00f3997e,duration,24,7,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,4008
